qid,text
6078,who plays the voice of timmy in fairly odd parents
6079,how much debt do we have with china
6080,who plays cody from the suite life on deck
6081,what did hayley die of in coronation street
6082,where did the archaeological department of india carry out excavations in the indus valley
6083,who is the guy in the don't leave music video
6084,city almost at the end of the colombia river crossword
6085,what is i'm feeling lucky button on google
6086,who wrote aye mere watan ke logo lyrics
6087,acromegly is a disorder due to chronically high levels of
6088,kotmithan city is situated on the bank of river
6089,what are the house names in harry potter
6090,who sang the song in the movie the river of no return
6091,how many season of spongebob are there 2016
6092,manila is a fiber extracted from the leaves of
6093,where are the mammillary processes located on a typical lumbar vertebra
6094,when does series 7 game of thrones come out on dvd
6095,who is the atlanta falcons field goal kicker
6096,what is the length of a gibson les paul
6097,what is the length of an nhl hockey rink
6098,who stars in a league of their own
6099,who acted as v in v for vendetta
6100,who played 99 in get smart the movie
6101,what stage did brazil get to in the world cup 2006
6102,who is the original singer of i'm leaving on a jet plane
6103,who wrote the song once i was 7 years old
6104,what is on the fourth floor of the white house
6105,who is the bella twins mother married to
6106,when does the next episode of switched at birth come out
6107,who is roman related to in the great outdoors
6108,who wrote the original how the grinch stole christmas
6109,who sang the song valerie before amy winehouse
6110,how old was fabregas when he joined arsenal
6111,when was the first episode of doctor who aired
6112,when did the oil and gas downturn start
6113,what was the date of the french and indian war
6114,who captured santa anna at the battle of san jacinto
6115,when does pam tells jim how she feels
6116,who says we'll leave the light on for you
6117,do sam and dean find their dad in season 1
6118,where does by the shores of silver lake take place
6119,who discovered the link between thalidomide and birth defects
6120,the vertical groove in the upper lip is the
6121,one of the purposes of the us judicial system is to ___
6122,how many g's do astronauts experience during takeoff
6123,movie where little boy sings killing me softly
6124,who has the most wind turbines in the world
6125,what is the song four green fields about
6126,when was the silver claret jug first presented at the open
6127,who sings you only need the light when it's burning low
6128,what island in the bahamas do the pigs swim
6129,when was the unity accord signed in zimbabwe
6130,what movie has come on eileen in it
6131,where did they film the beach leonardo dicaprio
6132,what is the significance of the feast of the immaculate conception
6133,who was i walk the line written for
6134,where does the month of april get its name
6135,who played the voice of charlie on charlie's angels
6136,who was the founder of kansas state university
6137,who played the daughter in national lampoon's christmas vacation
6138,where did shoo fly pie get its name
6139,where was diary of a wimpy kid filmed
6140,where are prions found in the human body
6141,several cranial nerves innervate structures of the tongue
6142,who sings lay your head on my pillow
6143,name or list three components of a lipid raft
6144,where did the state name maryland come from
6145,sun temple is made up of which rock
6146,when did the spanish first come to north america
6147,when was the last land rover defender made
6148,who sang i want a hippo for christmas
